,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_ILD_log10,NM_M_ILD_log10_GR,NM_M_ILD_log10_GR_PHIND,ILD_log10_GR_PHIND,ILD_log10_GR_PHIND_DeltaPHI
278,B4 LM,STUART,2947.0,47.916000000000004,0.598,-7.6,18.9,3.762,2,1.0,8,2.6309957046568893,2295.9430560000005,2.0850450891663783,357.2099999999999,57.76,-438.97599999999994,95.83200000000001,37.8,-15.2,905.6124,1.196,57.307536,1083.1124304,541.5562152,-4115.82723552
279,B4 LM,STUART,2947.5,32.469,0.912,-1.4,9.8,4.314,2,0.929,8,2.387081397225107,1054.235961,1.7693205386531028,96.04000000000002,1.9599999999999997,-2.7439999999999993,64.938,19.6,-2.8,318.19620000000003,1.824,59.223456000000006,580.3898688,290.1949344,-406.27290816
280,B4 LM,STUART,2948.0,20.718000000000004,1.222,-2.9,7.85,4.863,2,0.857,8,2.133472047627351,429.23552400000017,1.673853382236443,61.622499999999995,8.41,-24.389,41.43600000000001,15.7,-5.8,162.63630000000003,2.444,50.634792000000004,397.48311720000004,198.74155860000002,-576.35051994
281,B4 LM,STUART,2948.5,15.015,1.2329999999999999,-1.6,6.4,4.813,2,0.7859999999999999,8,1.9684814842917655,225.45022500000002,1.5905414575341013,40.96000000000001,2.5600000000000005,-4.096000000000001,30.03,12.8,-3.2,96.096,2.4659999999999997,37.02699,236.972736,118.486368,-189.57818880000002
282,B4 LM,STUART,2949.0,14.084000000000001,1.084,-1.1,6.55,4.644,2,0.7140000000000001,8,1.9372314192681699,198.35905600000004,1.5997802281607139,42.902499999999996,1.2100000000000002,-1.3310000000000004,28.168000000000003,13.1,-2.2,92.2502,2.168,30.534112000000004,199.99843360000003,99.99921680000001,-109.99913848000003
283,B4 LM,STUART,2949.5,15.937000000000001,0.9620000000000001,-0.4,7.4,4.6339999999999995,2,0.643,8,1.9980283363224747,253.98796900000005,1.6493314105258192,54.760000000000005,0.16000000000000003,-0.06400000000000002,31.874000000000002,14.8,-0.8,117.93380000000002,1.9240000000000002,30.662788000000006,226.90463120000007,113.45231560000003,-45.380926240000015
284,B4 LM,STUART,2950.0,19.348,0.9009999999999999,-1.0,7.9,4.545,2,0.5710000000000001,8,2.0972925766958608,374.34510399999994,1.6765124110817191,62.410000000000004,1.0,-1.0,38.696,15.8,-2.0,152.8492,1.8019999999999998,34.865095999999994,275.4342584,137.7171292,-137.7171292
285,B4 LM,STUART,2950.5,21.469,0.9059999999999999,-1.1,6.75,4.5760000000000005,2,0.5,8,2.15254854206369,460.91796100000005,1.6118548977353129,45.5625,1.2100000000000002,-1.3310000000000004,42.938,13.5,-2.2,144.91575,1.8119999999999998,38.901828,262.587339,131.2936695,-144.42303645
286,B4 LM,STUART,2951.0,22.587,0.9690000000000001,-1.4,5.5,4.527,2,0.429,8,2.1800408821043282,510.172569,1.531407156804393,30.25,1.9599999999999997,-2.7439999999999993,45.174,11.0,-2.8,124.2285,1.9380000000000002,43.773606,240.75483300000002,120.37741650000001,-168.5283831
287,B4 LM,STUART,2951.5,25.721,1.079,-0.9,4.45,4.512,2,0.35700000000000004,8,2.2520185440310967,661.569841,1.4524125829022891,19.802500000000002,0.81,-0.7290000000000001,51.442,8.9,-1.8,114.45845,2.158,55.505918,247.0013351,123.50066755,-111.150600795
288,B4 LM,STUART,2952.0,29.45,1.2,0.0,4.0,4.437,2,0.28600000000000003,8,2.329546183376937,867.3025,1.4142135623730951,16.0,0.0,0.0,58.9,8.0,0.0,117.8,2.4,70.67999999999999,282.71999999999997,141.35999999999999,0.0
289,B4 LM,STUART,2952.5,36.313,1.169,-3.3,6.95,3.97,2,0.214,8,2.454796709188939,1318.6339690000002,1.6236641479360236,48.3025,10.889999999999999,-35.937,72.626,13.9,-6.6,252.37535000000003,2.338,84.89979400000001,590.0535683000002,295.0267841500001,-973.5883876950002
290,B4 LM,STUART,2953.0,49.49100000000001,0.909,-8.9,13.85,3.695,2,0.14300000000000002,6,2.6523544273928796,2449.3590810000005,1.9291342133676648,191.8225,79.21000000000001,-704.969,98.98200000000001,27.7,-17.8,685.4503500000001,1.818,89.97463800000001,1246.1487363,623.07436815,-5545.361876535001
291,B5 SH,STUART,2953.5,69.222,0.469,-6.0,27.9,3.3510000000000004,1,1.0,3,2.8844368534436207,4791.685283999999,2.2982700142711043,778.41,36.0,-216.0,69.222,27.9,-6.0,1931.2937999999997,0.469,32.465118,905.7767921999998,905.7767921999998,-5434.660753199999
292,B5 SH,STUART,2954.0,70.968,0.444,-2.5,28.85,3.49,1,0.75,3,2.9024559787393875,5036.457024,2.317589178607441,832.3225000000001,6.25,-15.625,70.968,28.85,-2.5,2047.4268000000002,0.444,31.509792,909.0574992,909.0574992,-2272.643748
293,B5 SH,STUART,2954.5,65.37899999999999,0.501,-0.3,22.75,3.9,1,0.5,3,2.843541483358421,4274.413640999999,2.1839633712781743,517.5625,0.09,-0.026999999999999996,65.37899999999999,22.75,-0.3,1487.37225,0.501,32.754878999999995,745.1734972499999,745.1734972499999,-223.55204917499995
294,B5 SH,STUART,2955.0,54.093,0.56,-0.5,16.75,4.126,1,0.25,3,2.7119724103878644,2926.052649,2.023036427239071,280.5625,0.25,-0.125,54.093,16.75,-0.5,906.05775,0.56,30.292080000000006,507.3923400000001,507.3923400000001,-253.69617000000005
295,B5 LM,STUART,2955.5,41.633,0.541,3.9,11.55,4.482,2,1.0,8,2.540150371120238,1733.3066890000002,1.8435099928108027,133.4025,15.209999999999999,59.318999999999996,83.266,23.1,7.8,480.86115000000007,1.082,45.04690600000001,520.2917643000001,260.14588215000003,1014.5689403850001
296,B5 LM,STUART,2956.0,33.644,0.439,3.8,11.7,4.707,2,0.976,8,2.4083905034973654,1131.9187359999999,1.8494664839616353,136.89,14.44,54.87199999999999,67.288,23.4,7.6,393.6348,0.878,29.539431999999998,345.6113544,172.8056772,656.6615733599999
297,B5 LM,STUART,2956.5,28.976999999999997,0.321,1.3,14.45,4.447,2,0.951,8,2.320135532067058,839.6665289999999,1.9496962742308461,208.80249999999998,1.6900000000000002,2.197,57.95399999999999,28.9,2.6,418.71764999999994,0.642,18.603233999999997,268.81673129999996,134.40836564999998,174.730875345
298,B5 LM,STUART,2957.0,24.611,0.23199999999999998,-1.1,17.25,4.481,2,0.927,8,2.2273184527919265,605.701321,2.0379675982358103,297.5625,1.2100000000000002,-1.3310000000000004,49.222,34.5,-2.2,424.53975,0.46399999999999997,11.419504,196.986444,98.493222,-108.3425442
299,B5 LM,STUART,2957.5,24.154,0.184,-2.9,19.65,4.327,2,0.902,8,2.2169059320898823,583.415716,2.1054291847175244,386.12249999999995,8.41,-24.389,48.308,39.3,-5.8,474.62609999999995,0.368,8.888672,174.6624048,87.3312024,-253.26048695999998
300,B5 LM,STUART,2958.0,25.639,0.17300000000000001,-2.4,20.5,4.302,2,0.878,8,2.2502215036397777,657.3583209999999,2.1278375335228743,420.25,5.76,-13.823999999999998,51.278,41.0,-4.8,525.5995,0.34600000000000003,8.871094000000001,181.85742700000003,90.92871350000001,-218.22891240000004
301,B5 LM,STUART,2958.5,25.956999999999997,0.191,-2.4,19.9,4.294,2,0.8540000000000001,8,2.257166646901575,673.7658489999999,2.1120941277886014,396.00999999999993,5.76,-13.823999999999998,51.913999999999994,39.8,-4.8,516.5442999999999,0.382,9.915574,197.31992259999998,98.65996129999999,-236.78390711999998
302,B5 LM,STUART,2959.0,38.965,0.266,-2.1,17.05,4.228,2,0.805,8,2.498438537710352,1518.2712250000002,2.0320345874055676,290.70250000000004,4.41,-9.261000000000001,77.93,34.1,-4.2,664.3532500000001,0.532,20.729380000000003,353.43592900000004,176.71796450000002,-371.1077254500001
303,B5 LM,STUART,2959.5,45.354,0.301,0.2,14.8,4.127,2,0.78,8,2.595098812388254,2056.985316,1.9613966483947782,219.04000000000002,0.04000000000000001,0.008000000000000002,90.708,29.6,0.4,671.2392,0.602,27.303107999999998,404.0859984,202.0429992,40.40859984
304,B5 LM,STUART,2960.0,53.645,0.327,2.6,12.6,3.908,2,0.7559999999999999,8,2.706339725185951,2877.7860250000003,1.8840509201876072,158.76,6.760000000000001,17.576,107.29,25.2,5.2,675.927,0.654,35.083830000000006,442.05625800000007,221.02812900000004,574.6731354000001
305,B5 LM,STUART,2960.5,60.163999999999994,0.33799999999999997,3.8,12.2,3.74,2,0.732,7,2.7850575618632507,3619.7068959999992,1.8689167555872028,148.83999999999997,14.44,54.87199999999999,120.32799999999999,24.4,7.6,734.0007999999999,0.6759999999999999,40.670863999999995,496.1845407999999,248.09227039999996,942.7506275199999
306,B5 LM,STUART,2961.0,64.032,0.33399999999999996,5.5,13.15,3.5380000000000003,2,0.7070000000000001,7,2.828780611864851,4100.097024,1.9042827712537205,172.9225,30.25,166.375,128.064,26.3,11.0,842.0208,0.6679999999999999,42.77337599999999,562.4698943999999,281.23494719999997,1546.7922095999998
307,B5 LM,STUART,2961.5,66.774,0.32299999999999995,7.9,14.75,3.5580000000000003,2,0.6829999999999999,7,2.8585898557383627,4458.767076,1.9597379605279641,217.5625,62.410000000000004,493.03900000000004,133.548,29.5,15.8,984.9165,0.6459999999999999,43.13600399999999,636.2560589999999,318.12802949999997,2513.21143305
308,B5 LM,STUART,2962.0,68.423,0.313,8.1,15.75,3.4760000000000004,2,0.659,7,2.8760771252747555,4681.706929,1.9921413018651277,248.0625,65.61,531.4409999999999,136.846,31.5,16.2,1077.66225,0.626,42.832798000000004,674.6165685000001,337.30828425000004,2732.197102425
309,B5 LM,STUART,2962.5,63.501999999999995,0.318,6.1,14.75,3.682,2,0.634,7,2.8229088216638414,4032.5040039999994,1.9597379605279641,217.5625,37.209999999999994,226.98099999999997,127.00399999999999,29.5,12.2,936.6545,0.636,40.387271999999996,595.7122619999999,297.85613099999995,1816.9223990999997
310,B5 LM,STUART,2963.0,57.903999999999996,0.349,2.8,12.9,3.937,2,0.61,7,2.758526379592666,3352.8732159999995,1.8951667470736169,166.41,7.839999999999999,21.951999999999995,115.80799999999999,25.8,5.6,746.9616,0.698,40.41699199999999,521.3791967999999,260.68959839999997,729.9308755199999
311,B5 LM,STUART,2963.5,52.935,0.415,2.3,10.25,4.133,2,0.585,7,2.697340227217551,2802.1142250000003,1.7892909541816904,105.0625,5.289999999999999,12.166999999999998,105.87,20.5,4.6,542.58375,0.83,43.93605,450.3445125,225.17225625,517.896189375
312,B5 LM,STUART,2964.0,45.125,0.507,2.3,8.45,4.248,2,0.561,7,2.5918168186182067,2036.265625,1.704959932300383,71.40249999999999,5.289999999999999,12.166999999999998,90.25,16.9,4.6,381.30625,1.014,45.756750000000004,386.6445375,193.32226875,444.64121812499997
313,B5 LM,STUART,2964.5,39.927,0.605,3.5,6.75,4.468,2,0.537,6,2.51371866526691,1594.165329,1.6118548977353129,45.5625,12.25,42.875,79.854,13.5,7.0,269.50725,1.21,48.31167,326.1037725,163.05188625,570.681601875
314,B5 LM,STUART,2965.0,36.215,0.703,2.4,6.0,4.575,2,0.512,6,2.4531388048113465,1311.5262250000003,1.5650845800732873,36.0,5.76,13.823999999999998,72.43,12.0,4.8,217.29000000000002,1.406,50.91829,305.50973999999997,152.75486999999998,366.61168799999996
315,B5 LM,STUART,2965.5,31.253,0.787,2.3,4.45,4.5569999999999995,2,0.488,6,2.364410764961792,976.750009,1.4524125829022891,19.802500000000002,5.289999999999999,12.166999999999998,62.506,8.9,4.6,139.07585,1.574,49.192222,218.90538790000002,109.45269395000001,251.741196085
316,B5 LM,STUART,2966.0,28.445999999999998,0.8320000000000001,2.2,3.4,4.573,2,0.46299999999999997,6,2.3094326499538593,809.1749159999999,1.3579060687170441,11.559999999999999,4.840000000000001,10.648000000000003,56.891999999999996,6.8,4.4,96.7164,1.6640000000000001,47.334144,160.9360896,80.4680448,177.02969856
317,B5 LM,STUART,2966.5,27.296,0.821,1.2,4.4,4.79,2,0.439,6,2.2857290735172056,745.071616,1.4483154685151653,19.360000000000003,1.44,1.7279999999999998,54.592,8.8,2.4,120.1024,1.642,44.820032,197.2081408,98.6040704,118.32488448
318,B5 LM,STUART,2967.0,28.944000000000003,0.755,-0.4,7.3,4.887,2,0.415,6,2.319474687326933,837.7551360000001,1.6437308834542408,53.29,0.16000000000000003,-0.06400000000000002,57.888000000000005,14.6,-0.8,211.2912,1.51,43.70544,319.049712,159.524856,-63.809942400000004
319,B5 LM,STUART,2967.5,31.596,0.659,-1.6,11.0,4.824,2,0.39,6,2.3708715557214175,998.307216,1.8211602868378718,121.0,2.5600000000000005,-4.096000000000001,63.192,22.0,-3.2,347.556,1.318,41.643528,458.07880800000004,229.03940400000002,-366.46304640000005
320,B5 LM,STUART,2968.0,33.211999999999996,0.574,-3.1,14.45,4.765,2,0.366,9,2.400621864742379,1103.0369439999997,1.9496962742308461,208.80249999999998,9.610000000000001,-29.791000000000004,66.42399999999999,28.9,-6.2,479.9133999999999,1.148,38.12737599999999,550.9405831999999,275.47029159999994,-853.9579039599998
321,B5 LM,STUART,2968.5,34.689,0.517,-3.0,16.4,4.766,2,0.341,9,2.42687800192474,1203.326721,2.012384492651272,268.96,9.0,-27.0,69.378,32.8,-6.0,568.8996,1.034,35.868426,588.2421863999999,294.12109319999996,-882.3632795999999
322,B5 LM,STUART,2969.0,39.266,0.493,-1.9,16.15,4.705,2,0.317,9,2.5032496583398522,1541.818756,2.0046711100532235,260.82249999999993,3.61,-6.858999999999999,78.532,32.3,-3.8,634.1458999999999,0.986,38.716276,625.2678573999999,312.63392869999996,-594.0044645299998
323,B5 LM,STUART,2969.5,50.103,0.499,-2.0,14.6,4.453,2,0.293,8,2.6605163530266416,2510.310609,1.9547364617534917,213.16,4.0,-8.0,100.206,29.2,-4.0,731.5038,0.998,50.002794,730.0407924,365.0203962,-730.0407924
324,B5 LM,STUART,2970.0,65.167,0.525,-1.6,13.1,4.3660000000000005,2,0.268,8,2.841233535781943,4246.737889,1.9024700297693973,171.60999999999999,2.5600000000000005,-4.096000000000001,130.334,26.2,-3.2,853.6877,1.05,68.42535000000001,896.3720850000001,448.18604250000004,-717.0976680000001
325,B5 LM,STUART,2970.5,76.436,0.557,-0.6,11.7,4.289,2,0.244,8,2.9568172821903693,5842.462096000001,1.8494664839616353,136.89,0.36,-0.21599999999999997,152.872,23.4,-1.2,894.3012,1.114,85.14970400000001,996.2515368,498.1257684,-298.87546104
326,B5 LM,STUART,2971.0,92.88600000000001,0.628,-0.2,9.4,4.272,2,0.195,6,3.104470699475438,8627.808996000002,1.7509831362269537,88.36000000000001,0.04000000000000001,-0.008000000000000002,185.77200000000002,18.8,-0.4,873.1284000000002,1.256,116.66481600000002,1096.6492704000002,548.3246352000001,-109.66492704000002
327,B5 LM,STUART,2971.5,99.64299999999999,0.6829999999999999,-0.3,7.95,4.395,2,0.171,6,3.1594515410707493,9928.727448999998,1.679158847749175,63.2025,0.09,-0.026999999999999996,199.28599999999997,15.9,-0.6,792.16185,1.3659999999999999,136.11233799999997,1082.0930870999998,541.0465435499999,-162.31396306499997
328,B5 LM,STUART,2972.0,101.585,0.757,0.0,6.5,4.51,2,0.146,6,3.17473438828586,10319.512224999999,1.59671843378737,42.25,0.0,0.0,203.17,13.0,0.0,660.3025,1.514,153.79969,999.697985,499.8489925,0.0
329,B5 LM,STUART,2972.5,95.775,0.85,1.6,4.9,4.53,2,0.122,6,3.1283334624594104,9172.850625000001,1.4878152983881654,24.010000000000005,2.5600000000000005,4.096000000000001,191.55,9.8,3.2,469.29750000000007,1.7,162.8175,797.80575,398.902875,638.2446
330,B5 LM,STUART,2973.0,87.036,0.951,2.1,3.95,4.456,2,0.098,6,3.054391699841078,7575.2652960000005,1.4097732766069795,15.602500000000001,4.41,9.261000000000001,174.072,7.9,4.2,343.79220000000004,1.902,165.542472,653.8927644,326.9463822,686.58740262
331,B5 LM,STUART,2973.5,72.331,1.0190000000000001,2.6,3.6,4.056,2,0.073,6,2.9162927444263573,5231.773561000001,1.3774493079968597,12.96,6.760000000000001,17.576,144.662,7.2,5.2,260.39160000000004,2.0380000000000003,147.41057800000002,530.6780808000001,265.33904040000004,689.8815050400001
332,B5 LM,STUART,2974.0,58.858999999999995,0.991,3.4,3.9,3.7119999999999997,2,0.049,6,2.769830669811049,3464.3818809999993,1.4052906339306293,15.209999999999999,11.559999999999999,39.303999999999995,117.71799999999999,7.8,6.8,229.5501,1.982,116.658538,454.96829819999994,227.48414909999997,773.4461069399998
333,B5 LM,STUART,2974.5,60.931999999999995,0.857,1.3,7.35,3.3710000000000004,2,0.024,6,2.793903220963522,3712.7086239999994,1.6465382905797217,54.022499999999994,1.6900000000000002,2.197,121.86399999999999,14.7,2.6,447.8501999999999,1.714,104.43744799999999,767.6152427999999,383.80762139999996,498.94990781999996
334,C SH,STUART,2975.0,67.655,0.675,-0.8,14.4,3.1310000000000002,1,1.0,3,2.8679724463716605,4577.199025,1.9480074928505935,207.36,0.6400000000000001,-0.5120000000000001,67.655,14.4,-0.8,974.2320000000001,0.675,45.667125000000006,657.6066000000001,657.6066000000001,-526.0852800000001
335,C SH,STUART,2975.5,77.219,0.528,6.8,20.9,3.008,1,0.977,3,2.9643606747965134,5962.773960999999,2.1381421328492136,436.80999999999995,46.239999999999995,314.43199999999996,77.219,20.9,6.8,1613.8770999999997,0.528,40.771632,852.1271087999999,852.1271087999999,5794.4643398399985
336,C SH,STUART,2976.0,82.115,0.45899999999999996,10.6,24.2,2.988,1,0.953,3,3.010271204748865,6742.873224999999,2.217960673794632,585.64,112.36,1191.0159999999998,82.115,24.2,10.6,1987.1829999999998,0.45899999999999996,37.690785,912.116997,912.116997,9668.440168199999
337,C SH,STUART,2976.5,84.865,0.446,9.4,23.7,3.134,1,0.93,3,3.0351639403832946,7202.068224999999,2.2064144166169766,561.6899999999999,88.36000000000001,830.5840000000001,84.865,23.7,9.4,2011.3004999999998,0.446,37.84979,897.0400229999999,897.0400229999999,8432.1762162
338,C SH,STUART,2977.0,84.384,0.449,13.3,21.45,3.409,1,0.907,3,3.0308540744024985,7120.659456,2.152072134191548,460.10249999999996,176.89000000000001,2352.637,84.384,21.45,13.3,1810.0367999999999,0.449,37.888416,812.7065232,812.7065232,10808.99675856
339,C SH,STUART,2977.5,81.77199999999999,0.44299999999999995,14.8,20.9,3.483,1,0.884,3,3.0071227412516044,6686.659983999999,2.1381421328492136,436.80999999999995,219.04000000000002,3241.7920000000004,81.77199999999999,20.9,14.8,1709.0347999999997,0.44299999999999995,36.22499599999999,757.1024163999997,757.1024163999997,11205.115762719995
340,C SH,STUART,2978.0,78.998,0.444,16.5,20.65,3.438,1,0.8370000000000001,3,2.981288632087374,6240.684004000001,2.131719284286912,426.42249999999996,272.25,4492.125,78.998,20.65,16.5,1631.3087,0.444,35.075112000000004,724.3010628000001,724.3010628000001,11950.967536200002
341,C SH,STUART,2978.5,79.896,0.457,14.9,20.15,3.423,1,0.8140000000000001,3,2.989725111536353,6383.370816000001,2.1186965656961565,406.0224999999999,222.01000000000002,3307.949,79.896,20.15,14.9,1609.9044,0.457,36.512472,735.7263108,735.7263108,10962.32203092
342,C SH,STUART,2979.0,79.194,0.462,14.8,19.9,3.45,1,0.7909999999999999,3,2.983136114594648,6271.689636,2.1120941277886014,396.00999999999993,219.04000000000002,3241.7920000000004,79.194,19.9,14.8,1575.9605999999999,0.462,36.587628,728.0937972,728.0937972,10775.788198560002
343,C SH,STUART,2979.5,78.99,0.451,13.5,19.65,3.3930000000000002,1,0.767,3,2.981213151648499,6239.420099999999,2.1054291847175244,386.12249999999995,182.25,2460.375,78.99,19.65,13.5,1552.1535,0.451,35.62449,700.0212285,700.0212285,9450.28658475
344,C SH,STUART,2980.0,79.21,0.441,15.1,18.95,3.475,1,0.7440000000000001,3,2.9832867780352594,6274.224099999999,2.08642272129494,359.10249999999996,228.01,3442.9509999999996,79.21,18.95,15.1,1501.0294999999999,0.441,34.93161,661.9540095,661.9540095,9995.50554345
345,C SH,STUART,2980.5,78.1,0.451,15.6,17.5,3.478,1,0.721,3,2.9727799175375025,6099.609999999999,2.0453117446175235,306.25,243.35999999999999,3796.4159999999997,78.1,17.5,15.6,1366.75,0.451,35.223099999999995,616.4042499999999,616.4042499999999,9615.906299999999
346,C SH,STUART,2981.0,78.59,0.489,14.3,16.75,3.505,1,0.698,3,2.9774317980833542,6176.3881,2.023036427239071,280.5625,204.49,2924.2070000000003,78.59,16.75,14.3,1316.3825000000002,0.489,38.43051,643.7110425,643.7110425,9205.06790775
347,C SH,STUART,2981.5,79.439,0.544,12.7,15.25,3.478,1,0.674,3,2.985440651478057,6310.554720999999,1.9761388711204806,232.5625,161.29,2048.383,79.439,15.25,12.7,1211.4447499999999,0.544,43.214816,659.025944,659.025944,8369.6294888
348,C SH,STUART,2982.0,81.29899999999999,0.5760000000000001,11.5,14.65,3.4530000000000003,1,0.6509999999999999,2,3.002764694402404,6609.5274009999985,1.956407892490962,214.6225,132.25,1520.875,81.29899999999999,14.65,11.5,1191.03035,0.5760000000000001,46.828224,686.0334816,686.0334816,7889.3850384
349,C SH,STUART,2982.5,78.933,0.494,11.9,14.85,3.4789999999999996,1,0.605,2,2.9806751874995685,6230.4184890000015,1.9630511388141518,220.52249999999998,141.61,1685.159,78.933,14.85,11.9,1172.15505,0.494,38.992902,579.0445947,579.0445947,6890.63067693
350,C SH,STUART,2983.0,79.471,0.441,13.4,16.3,3.4939999999999998,1,0.581,2,2.985741258462418,6315.639841,2.009309793843963,265.69,179.56,2406.1040000000003,79.471,16.3,13.4,1295.3773,0.441,35.046711,571.2613893,571.2613893,7654.90261662
