Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
2,65.24,0.7170000000000001,9.0,11.6,3.3,0.615,1
2,63.2,0.7170000000000001,9.2,10.7,3.6,0.59,1
2,61.71,0.6759999999999999,6.7,11.15,3.7,0.564,1
2,60.3,0.624,4.3,11.05,3.6,0.5379999999999999,1
2,58.7,0.565,2.5,11.65,3.5,0.513,1
2,56.18,0.511,0.8,11.7,3.3,0.48700000000000004,1
2,55.11,0.483,0.4,11.6,3.0,0.462,1
2,54.51,0.436,0.5,11.55,3.0,0.436,1
2,55.3,0.41100000000000003,0.8,11.5,2.9,0.41,1
2,55.56,0.39,1.2,11.6,2.9,0.385,1
2,54.92,0.36200000000000004,1.1,11.75,2.8,0.359,1
2,54.92,0.35200000000000004,1.0,11.9,2.8,0.33299999999999996,1
2,55.63,0.36200000000000004,0.9,11.85,2.9,0.308,1
2,57.6,0.371,1.0,11.7,2.9,0.282,1
2,60.83,0.371,1.7,11.45,3.0,0.256,1
2,62.86,0.38,2.4,11.6,3.1,0.231,1
3,67.48,0.40700000000000003,8.6,14.6,3.1,0.205,1
3,74.05,0.436,8.4,14.8,3.2,0.179,1
3,77.79,0.46399999999999997,8.2,14.6,3.2,0.154,1
3,76.99,0.49,6.9,13.55,3.3,0.128,1
3,75.9,0.502,6.7,15.15,3.4,0.10300000000000001,1
3,74.27,0.521,3.7,18.55,3.5,0.077,1
3,73.43,0.537,-1.0,21.9,3.6,0.051,1
3,64.68,0.633,-0.5,20.45,3.3,0.026000000000000002,1
8,50.6,0.7170000000000001,-0.2,16.1,3.4,1.0,2
8,39.67,0.792,-1.6,6.4,3.6,0.9570000000000001,2
8,31.96,0.81,0.5,4.55,3.9,0.9129999999999999,2
6,42.29,0.866,0.6,4.6,4.5,0.87,2
6,48.33,0.904,1.8,5.6,4.2,0.826,2
6,48.4,0.932,0.9,6.15,3.6,0.7829999999999999,2
6,48.41,0.9790000000000001,0.5,6.25,3.4,0.7390000000000001,2
6,46.41,1.0070000000000001,-0.2,5.9,3.5,0.696,2
8,44.36,1.025,-0.7,5.45,3.6,0.652,2
8,39.15,1.053,-0.2,4.4,3.8,0.609,2
6,36.7,1.072,0.7,3.25,4.1,0.565,2
6,36.01,1.1,0.5,3.05,4.7,0.522,2
6,37.9,1.119,0.8,3.3,4.9,0.478,2
6,40.44,1.119,1.4,3.6,4.7,0.435,2
6,43.51,1.128,1.7,3.75,4.5,0.391,2
6,44.73,1.119,1.8,3.9,4.3,0.348,2
6,52.29,1.119,1.9,4.25,4.2,0.304,2
6,57.68,1.095,2.9,5.35,4.3,0.261,2
8,55.66,1.063,2.6,5.3,4.5,0.217,2
8,51.65,1.044,1.7,4.35,4.6,0.174,2
8,48.58,0.894,1.2,3.4,4.6,0.13,2
8,52.53,0.82,0.8,3.5,4.5,0.087,2
8,63.83,0.727,2.4,4.9,4.1,0.043,2
3,73.93,0.6609999999999999,2.5,9.95,3.6,1.0,1
3,82.15,0.623,5.9,12.95,3.2,0.9570000000000001,1
2,79.86,0.586,7.5,14.05,3.1,0.9129999999999999,1
2,75.71,0.5670000000000001,6.6,13.5,3.1,0.87,1
2,70.41,0.5670000000000001,7.0,11.0,3.2,0.826,1
2,59.72,0.595,6.8,9.4,3.4,0.7829999999999999,1
2,61.47,0.623,5.8,8.4,3.6,0.7390000000000001,1
2,65.24,0.623,6.6,8.9,3.9,0.696,1
2,66.26,0.633,6.4,9.1,4.1,0.652,1
2,68.21,0.623,4.8,9.8,4.2,0.609,1
2,69.24,0.5670000000000001,3.1,10.65,4.0,0.565,1
2,71.23,0.53,2.0,12.8,3.8,0.522,1
2,76.47,0.502,-9.2,23.9,3.7,0.478,1
3,83.52,0.493,-5.5,27.15,3.2,0.435,1
3,82.88,0.502,-4.8,27.5,2.6,0.348,1
3,76.99,0.53,-2.5,25.55,2.6,0.304,1
2,68.71,0.5489999999999999,-1.9,15.95,2.7,0.261,1
2,66.49,0.595,2.3,9.95,3.0,0.217,1
2,66.67,0.614,1.8,10.3,3.4,0.174,1
2,68.68,0.6609999999999999,4.7,17.45,3.4,0.13,1
2,67.26,0.6890000000000001,-3.6,21.4,3.3,0.087,1
8,38.21,0.745,0.5,17.25,3.2,1.0,2
8,23.03,0.764,2.0,13.2,3.4,0.9470000000000001,2
8,16.09,0.764,0.0,9.6,4.0,0.895,2
8,15.38,0.773,0.2,9.4,4.7,0.8420000000000001,2
8,15.34,0.792,0.1,9.75,5.3,0.789,2
8,15.83,0.792,-1.5,11.15,5.8,0.737,2
8,16.39,0.8009999999999999,-2.0,11.4,5.8,0.684,2
8,17.2,0.838,-2.5,11.15,5.6,0.632,2
8,20.17,0.857,-3.0,10.4,5.2,0.579,2
8,24.31,0.8759999999999999,-3.0,8.6,5.1,0.526,2
8,24.49,0.885,-0.4,6.6,5.0,0.474,2
8,24.54,0.904,0.7,5.95,5.0,0.42100000000000004,2
8,23.16,0.904,1.2,6.5,5.0,0.368,2
8,22.98,0.9129999999999999,1.1,6.75,5.0,0.316,2
8,23.48,0.904,0.8,7.8,5.1,0.263,2
8,25.9,0.866,1.8,8.1,5.1,0.21100000000000002,2
6,25.9,0.866,1.8,8.1,5.1,0.21100000000000002,2
6,32.16,0.8240000000000001,2.9,8.15,5.1,0.158,2
6,34.86,0.773,3.5,8.55,5.1,0.105,2
6,38.53,0.726,2.8,8.9,5.1,0.053,2
3,40.07,0.595,0.3,8.95,4.9,1.0,1
3,45.45,0.493,-5.8,11.9,4.4,0.971,1
3,54.42,0.446,-16.0,17.8,3.7,0.943,1
3,82.13,0.42700000000000005,-12.2,23.4,3.3,0.914,1
3,95.72,0.39899999999999997,-5.6,27.1,2.9,0.8859999999999999,1
3,100.54,0.371,-0.6,29.6,2.6,0.857,1
3,101.09,0.34299999999999997,-0.2,29.8,2.5,0.8290000000000001,1
3,97.01,0.306,-0.5,29.55,2.4,0.8,1
3,89.65,0.268,-3.4,28.0,2.4,0.7709999999999999,1
3,87.36,0.25,-1.3,23.45,2.4,0.743,1
3,84.42,0.231,3.0,20.9,2.5,0.7140000000000001,1
3,83.16,0.222,7.3,18.85,2.7,0.6859999999999999,1
3,82.81,0.212,7.6,19.5,2.7,0.657,1
3,85.11,0.19399999999999998,4.3,21.85,2.8,0.629,1
3,86.75,0.19399999999999998,4.1,21.85,2.7,0.6,1
3,87.27,0.19399999999999998,3.0,21.2,2.6,0.5710000000000001,1
3,85.02,0.203,5.4,19.6,2.6,0.5429999999999999,1
3,79.75,0.226,5.8,19.7,2.6,0.514,1
3,78.3,0.24,5.5,19.85,2.6,0.486,1
3,81.07,0.26899999999999996,7.6,18.4,2.6,0.457,1
2,79.27,0.302,6.4,16.2,2.8,0.429,1
2,73.93,0.33399999999999996,5.9,14.05,3.0,0.4,1
2,65.23,0.371,4.1,11.95,3.3,0.371,1
2,61.78,0.446,3.2,11.2,3.5,0.34299999999999997,1
2,62.11,0.493,2.8,11.5,3.5,0.314,1
2,62.58,0.521,2.7,11.95,3.4,0.28600000000000003,1
2,64.56,0.53,2.5,12.15,3.3,0.257,1
2,67.07,0.53,2.5,11.85,3.4,0.22899999999999998,1
2,68.49,0.521,2.8,11.7,3.3,0.2,1
2,74.44,0.521,3.1,11.55,3.2,0.171,1
3,78.97,0.521,4.4,11.5,3.3,0.14300000000000002,1
3,80.06,0.5579999999999999,5.7,11.65,3.4,0.114,1
8,67.48,0.741,2.5,13.85,3.9,1.0,2
8,52.5,0.773,1.4,12.9,4.0,0.889,2
8,31.71,0.8009999999999999,0.6,9.2,4.3,0.778,2
8,25.1,0.81,-0.7,8.35,4.6,0.667,2
8,23.57,0.8290000000000001,-1.5,7.55,4.7,0.556,2
8,25.17,0.8290000000000001,-1.5,7.15,4.7,0.444,2
8,31.3,0.8009999999999999,-0.8,6.7,4.7,0.33299999999999996,2
8,37.3,0.773,0.1,6.75,4.4,0.222,2
8,43.05,0.736,0.9,7.15,3.8,0.111,2
2,49.95,0.698,1.6,7.9,3.6,1.0,1
2,56.08,0.642,1.6,8.2,3.5,0.9570000000000001,1
2,58.25,0.62,1.8,8.8,3.4,0.9129999999999999,1
2,61.71,0.596,3.0,9.1,3.4,0.87,1
2,66.63,0.5670000000000001,4.1,9.45,3.3,0.826,1
3,71.55,0.5579999999999999,5.1,9.85,3.3,0.7829999999999999,1
3,78.54,0.5670000000000001,6.9,11.35,3.3,0.7390000000000001,1
3,82.48,0.5489999999999999,9.5,13.95,3.2,0.696,1
3,77.48,0.5489999999999999,8.7,13.65,3.2,0.652,1
2,74.35,0.539,7.7,12.75,3.1,0.609,1
2,67.76,0.53,6.7,11.95,3.2,0.565,1
2,62.93,0.53,5.7,11.65,3.3,0.522,1
2,58.85,0.53,2.8,10.7,3.3,0.478,1
2,57.92,0.521,2.2,11.0,3.3,0.435,1
2,61.42,0.53,2.2,11.2,3.2,0.391,1
2,61.98,0.53,2.5,11.45,3.2,0.348,1
2,62.63,0.539,2.8,11.5,3.1,0.304,1
2,62.94,0.539,3.6,11.2,3.1,0.261,1
2,65.85,0.53,4.4,10.9,3.3,0.217,1
2,68.59,0.53,4.4,10.9,3.4,0.174,1
3,74.99,0.53,2.7,12.25,3.5,0.13,1
3,79.04,0.539,3.0,14.5,3.6,0.087,1
3,79.86,0.5579999999999999,3.2,17.8,3.4,0.043,1
3,79.11,0.61,7.0,17.7,3.2,0.01,1
6,79.11,0.61,7.0,17.7,3.2,1.0,2
8,73.93,0.6890000000000001,7.0,14.1,3.2,0.857,2
8,56.13,0.698,5.6,9.2,3.5,0.7140000000000001,2
8,30.61,0.698,4.2,6.4,4.1,0.5710000000000001,2
8,18.45,0.68,3.2,5.3,4.7,0.429,2
8,19.36,0.562,3.7,5.55,5.0,0.14300000000000002,2
3,26.23,0.465,1.3,7.95,4.8,1.0,1
3,31.45,0.42700000000000005,-1.1,13.65,4.5,0.917,1
3,39.85,0.371,-0.9,19.55,3.8,0.833,1
3,55.71,0.36200000000000004,-0.7,28.15,2.9,0.75,1
3,65.46,0.34299999999999997,-1.4,26.8,2.6,0.667,1
3,68.77,0.34299999999999997,-2.9,24.15,2.7,0.583,1
3,73.83,0.34299999999999997,1.1,20.65,2.9,0.5,1
3,76.77,0.409,-1.1,21.85,3.1,0.41700000000000004,1
3,77.06,0.455,-2.4,22.9,3.0,0.33299999999999996,1
3,75.99,0.493,-3.3,23.45,2.9,0.25,1
3,70.48,0.53,-4.2,23.9,2.8,0.16699999999999998,1
3,64.69,0.5670000000000001,-5.8,24.6,2.7,0.083,1
8,53.18,0.623,-4.6,22.6,2.6,1.0,2
8,27.76,0.68,5.0,10.9,3.3,0.9440000000000001,2
8,24.0,0.6509999999999999,6.8,9.4,3.8,0.917,2
8,20.94,0.623,6.5,9.55,4.2,0.889,2
8,20.62,0.586,5.8,10.4,4.3,0.861,2
8,19.31,0.502,5.1,12.05,4.4,0.833,2
8,18.91,0.409,4.8,13.5,4.5,0.8059999999999999,2
8,17.04,0.36200000000000004,4.1,14.95,4.5,0.778,2
8,15.6,0.29600000000000004,4.1,16.15,4.5,0.75,2
7,14.28,0.259,3.5,16.85,4.5,0.722,2
7,13.53,0.226,2.5,15.95,4.5,0.6940000000000001,2
7,17.33,0.203,3.6,14.3,4.5,0.667,2
7,22.0,0.19399999999999998,5.7,13.15,4.4,0.639,2
7,27.28,0.19399999999999998,7.6,12.8,4.2,0.611,2
7,34.55,0.19399999999999998,11.0,15.3,3.9,0.583,2
7,35.39,0.203,11.5,17.75,3.7,0.556,2
7,35.46,0.212,10.4,18.5,3.6,0.528,2
7,37.16,0.231,8.9,17.65,3.5,0.5,2
7,42.1,0.259,6.4,14.5,3.5,0.47200000000000003,2
7,59.72,0.29600000000000004,7.3,13.45,3.6,0.444,2
7,83.87,0.35200000000000004,7.3,12.55,3.8,0.41700000000000004,2
7,61.49,0.36200000000000004,6.0,11.4,4.1,0.389,2
7,29.36,0.38,6.3,10.55,4.2,0.361,2
7,32.62,0.39899999999999997,5.8,9.8,4.4,0.33299999999999996,2
7,33.41,0.418,5.7,9.75,4.5,0.306,2
7,37.19,0.436,4.2,10.8,4.6,0.278,2
7,39.56,0.452,4.2,12.3,4.7,0.25,2
7,44.16,0.494,2.6,13.3,4.7,0.222,2
7,56.62,0.531,0.5,13.85,4.7,0.19399999999999998,2
6,68.42,0.5670000000000001,-0.4,13.2,4.5,0.16699999999999998,2
6,87.91,0.586,0.4,10.5,4.4,0.139,2
6,90.81,0.633,1.9,7.55,4.5,0.111,2
6,88.5,0.6509999999999999,2.0,5.6,4.7,0.083,2
6,92.21,0.6609999999999999,1.8,4.3,4.8,0.055999999999999994,2
6,89.56,0.6609999999999999,2.0,4.2,4.7,0.027999999999999997,2
6,78.51,0.642,1.5,5.05,4.5,0.01,2
3,78.51,0.642,1.5,5.05,4.5,1.0,1
3,80.19,0.614,1.2,9.4,4.2,0.982,1
3,85.11,0.5670000000000001,0.2,13.0,3.9,0.965,1
3,86.97,0.5489999999999999,0.7,16.65,3.4,0.9470000000000001,1
3,84.85,0.5489999999999999,2.9,18.35,3.2,0.93,1
3,80.37,0.5489999999999999,5.2,19.5,3.1,0.912,1
3,74.4,0.5579999999999999,8.4,20.7,3.0,0.895,1
3,74.77,0.5579999999999999,9.2,20.3,3.0,0.877,1
3,75.13,0.5489999999999999,8.6,18.9,3.1,0.86,1
3,74.23,0.5489999999999999,8.9,17.95,3.2,0.8420000000000001,1
3,73.64,0.539,10.0,16.7,3.2,0.825,1
3,74.34,0.5329999999999999,10.0,16.9,3.3,0.807,1
3,74.26,0.53,8.9,17.65,3.3,0.789,1
3,73.78,0.53,6.7,18.75,3.2,0.772,1
3,73.38,0.53,5.7,18.45,3.2,0.754,1
3,72.69,0.53,5.0,18.1,3.1,0.737,1
3,73.82,0.521,5.8,16.3,3.1,0.7190000000000001,1
3,77.1,0.493,7.6,15.5,3.2,0.7020000000000001,1
3,78.49,0.483,13.0,13.3,3.2,0.684,1
3,78.59,0.465,14.3,14.25,3.3,0.667,1
3,78.57,0.455,13.4,14.5,3.3,0.649,1
3,76.44,0.436,13.1,14.45,3.4,0.632,1
3,74.66,0.42700000000000005,10.5,13.25,3.4,0.614,1
3,74.76,0.418,10.1,13.45,3.4,0.596,1
3,75.86,0.409,9.9,15.35,3.4,0.579,1
3,77.96,0.409,7.7,17.05,3.4,0.561,1
3,78.82,0.418,7.3,20.75,3.3,0.544,1
2,79.34,0.446,4.9,22.25,3.2,0.526,1
2,79.17,0.455,2.8,23.2,3.1,0.509,1
2,76.21,0.483,1.3,22.65,3.0,0.491,1
2,73.41,0.511,4.1,18.85,3.0,0.474,1
2,70.99,0.53,9.7,15.35,3.1,0.456,1
2,72.14,0.5489999999999999,13.9,13.05,3.4,0.439,1
2,70.4,0.614,12.3,13.25,3.6,0.386,1
2,67.2,0.633,11.9,13.05,3.7,0.368,1
2,67.15,0.642,11.7,12.65,3.7,0.35100000000000003,1
2,66.51,0.6509999999999999,11.3,12.25,3.7,0.33299999999999996,1
2,66.45,0.6509999999999999,10.8,11.9,3.7,0.316,1
2,67.8,0.6509999999999999,10.5,11.85,3.7,0.298,1
3,69.34,0.6509999999999999,10.1,12.05,3.7,0.281,1
3,72.24,0.633,10.1,12.25,3.7,0.263,1
3,75.96,0.614,8.8,14.7,3.7,0.24600000000000002,1
3,79.36,0.586,7.7,18.45,3.7,0.228,1
3,81.47,0.5670000000000001,0.4,24.1,3.5,0.21100000000000002,1
3,78.28,0.5489999999999999,1.9,23.15,3.3,0.193,1
3,75.1,0.53,3.0,20.4,3.0,0.175,1
3,75.6,0.511,5.7,18.55,2.9,0.158,1
3,77.08,0.521,9.5,16.25,3.1,0.14,1
3,78.66,0.521,9.8,15.9,3.3,0.12300000000000001,1
3,79.17,0.521,9.5,15.55,3.3,0.105,1
3,79.34,0.53,8.1,15.35,3.1,0.08800000000000001,1
3,80.0,0.5379999999999999,1.6,19.0,2.7,0.07,1
3,79.37,0.562,-7.0,25.6,1.8,0.053,1
3,77.67,0.584,0.7,26.45,1.0,0.035,1
3,75.52,0.606,3.9,25.05,0.2,0.018000000000000002,1
8,21.76,0.997,11.1,0.55,3.4,0.956,2
6,18.63,1.063,5.1,3.55,4.6,0.941,2
6,22.29,1.109,2.9,5.15,4.6,0.9259999999999999,2
6,26.95,1.137,3.4,5.5,4.5,0.912,2
6,32.25,1.137,3.6,5.6,4.3,0.897,2
6,33.61,1.137,3.1,5.15,4.3,0.882,2
6,35.08,1.109,2.8,4.7,4.5,0.868,2
6,33.38,1.072,2.6,4.5,4.6,0.853,2
6,30.61,1.016,2.0,4.6,4.6,0.838,2
6,29.09,0.9790000000000001,1.2,5.0,4.6,0.8240000000000001,2
5,29.88,0.941,2.2,5.4,4.5,0.809,2
5,34.23,0.932,4.3,5.15,4.3,0.794,2
6,39.19,0.932,7.0,6.1,4.3,0.779,2
6,43.79,0.932,9.1,6.55,4.3,0.765,2
6,51.07,0.932,8.4,6.9,4.2,0.75,2
6,49.55,0.955,5.7,5.75,4.2,0.735,2
6,42.49,0.9790000000000001,3.5,4.85,4.3,0.721,2
6,48.45,1.0070000000000001,3.5,5.05,4.4,0.706,2
6,54.59,1.044,3.9,5.45,4.4,0.691,2
6,56.75,1.053,3.5,5.45,4.5,0.6759999999999999,2
6,48.11,1.044,2.8,5.5,4.7,0.662,2
6,41.37,1.016,2.3,5.65,4.7,0.647,2
6,40.62,0.997,1.8,6.0,4.8,0.632,2
6,43.16,0.988,1.7,6.35,4.8,0.618,2
6,46.73,0.9690000000000001,2.6,7.1,4.7,0.603,2
6,51.04,0.96,3.7,8.15,4.5,0.588,2
6,54.56,0.9790000000000001,3.6,8.2,4.2,0.574,2
6,53.58,1.0070000000000001,3.4,7.8,3.9,0.5589999999999999,2
6,50.0,1.081,2.5,6.75,3.8,0.544,2
6,46.51,1.1,0.7,5.35,3.8,0.529,2
6,41.43,1.109,0.6,5.3,3.9,0.515,2
6,40.19,1.081,0.6,5.4,3.9,0.5,2
6,42.42,1.025,1.0,5.6,3.8,0.485,2
6,61.67,1.025,3.7,7.05,3.9,0.47100000000000003,2
6,87.35,1.054,4.9,7.65,3.9,0.456,2
6,105.98,1.072,6.3,8.35,4.0,0.441,2
4,130.0,1.063,6.4,8.3,4.3,0.426,2
4,165.0,1.044,0.8,5.2,4.4,0.41200000000000003,2
4,120.0,1.0070000000000001,1.1,4.95,4.5,0.397,2
6,105.14,0.988,1.7,4.95,4.6,0.382,2
6,100.12,0.96,3.0,5.3,4.6,0.368,2
6,123.09,0.9129999999999999,5.1,6.65,4.6,0.353,2
4,165.0,0.8759999999999999,5.9,8.45,4.4,0.33799999999999997,2
4,172.0,0.857,9.0,10.8,4.4,0.324,2
4,145.0,0.857,8.8,11.3,4.3,0.309,2
6,105.0,0.988,7.7,11.85,4.3,0.294,2
6,85.77,0.997,8.5,11.15,4.3,0.27899999999999997,2
6,58.49,0.988,1.2,5.6,4.5,0.265,2
6,47.01,0.9690000000000001,2.0,4.1,4.7,0.25,2
3,44.86,0.9129999999999999,2.1,3.95,4.8,0.235,2
3,45.57,0.727,-1.4,5.8,4.7,0.221,2
3,48.45,0.642,-5.6,9.0,4.5,0.20600000000000002,2
3,55.62,0.605,-15.4,18.1,3.9,0.191,2
3,68.54,0.465,-11.8,22.5,3.4,0.17600000000000002,2
3,77.15,0.418,-8.0,25.0,2.7,0.162,2
3,81.46,0.423,-2.4,24.4,2.5,0.147,2
3,80.74,0.436,1.8,24.7,2.4,0.132,2
3,83.61,0.5670000000000001,12.2,29.4,2.4,0.11800000000000001,2
3,84.33,0.642,11.0,28.5,2.4,0.10300000000000001,2
8,79.48,0.6890000000000001,7.7,26.15,2.5,0.07400000000000001,2
8,62.88,0.6890000000000001,12.6,23.7,2.7,0.059000000000000004,2
8,41.04,0.633,13.7,10.65,3.2,0.044000000000000004,2
8,33.99,0.5670000000000001,3.2,3.9,3.8,0.028999999999999998,2
8,30.81,0.493,3.0,4.2,4.9,0.015,2
1,73.816,0.769,5.226,11.347999999999999,-99999.0,1.0,1
1,75.118,0.627,8.198,13.164000000000001,-99999.0,0.978,1
1,72.434,0.535,10.867,15.0755,-99999.0,0.956,1
2,66.161,0.568,4.566,16.905,-99999.0,0.9329999999999999,1
2,63.104,0.65,2.083,15.8835,-99999.0,0.9109999999999999,1
1,61.708,0.732,4.292,12.036,-99999.0,0.889,1
2,60.478,0.688,4.236000000000001,10.908,-99999.0,0.867,1
1,58.876000000000005,0.6829999999999999,2.449,12.1045,-99999.0,0.8440000000000001,1
1,56.785,0.753,2.311,12.9165,-99999.0,0.8220000000000001,1
1,54.551,0.759,0.748,13.147,-99999.0,0.8,1
1,55.816,0.802,0.10099999999999999,14.3515,-99999.0,0.778,1
3,59.263000000000005,0.759,0.9359999999999999,16.575,-99999.0,0.7559999999999999,1
3,62.968999999999994,0.42100000000000004,1.5130000000000001,17.7715,-99999.0,0.733,1
1,65.403,0.33,5.722,23.48,-99999.0,0.711,1
3,67.745,0.285,6.9879999999999995,25.213,-99999.0,0.6890000000000001,1
3,68.45,0.35,5.392,27.221,-99999.0,0.667,1
3,68.727,0.475,5.888,30.11,-99999.0,0.644,1
2,66.604,0.677,11.995,16.2725,-99999.0,0.622,1
2,63.92,0.721,7.922999999999999,12.4755,-99999.0,0.6,1
2,58.266999999999996,0.737,7.922999999999999,10.7705,-99999.0,0.578,1
2,56.916000000000004,0.677,6.987,9.7525,-99999.0,0.556,1
2,56.618,0.65,6.492000000000001,9.395,-99999.0,0.5329999999999999,1
2,60.636,0.639,6.602,10.055,-99999.0,0.511,1
3,61.96,0.606,6.602,10.495,-99999.0,0.489,1
3,64.962,0.59,6.327999999999999,11.293,-99999.0,0.467,1
3,67.517,0.563,7.098,12.118,-99999.0,0.444,1
3,68.959,0.552,8.308,12.118,-99999.0,0.42200000000000004,1
3,66.30199999999999,0.552,8.472999999999999,11.7055,-99999.0,0.4,1
3,61.403999999999996,0.59,8.033,10.9355,-99999.0,0.37799999999999995,1
2,56.906000000000006,0.623,6.2170000000000005,10.4675,-99999.0,0.35600000000000004,1
2,55.656000000000006,0.655,5.612,11.045,-99999.0,0.33299999999999996,1
2,55.94,0.639,6.218,11.677999999999999,-99999.0,0.311,1
2,58.333999999999996,0.617,8.142999999999999,13.0815,-99999.0,0.289,1
2,59.547,0.59,9.793,14.0715,-99999.0,0.267,1
2,62.762,0.601,9.958,14.154000000000002,-99999.0,0.244,1
2,65.695,0.633,9.408,13.549000000000001,-99999.0,0.222,1
2,70.578,0.633,10.399000000000001,11.5135,-99999.0,0.2,1
2,73.069,0.601,10.206,11.499,-99999.0,0.17800000000000002,1
3,74.041,0.623,10.894,12.091,-99999.0,0.156,1
3,74.03699999999999,0.732,11.389000000000001,12.6135,-99999.0,0.133,1
3,72.422,0.737,12.27,13.329,-99999.0,0.111,1
3,71.318,0.532,12.819,15.3095,-99999.0,0.08900000000000001,1
3,68.421,0.43200000000000005,12.6,16.41,-99999.0,0.067,1
3,66.15,0.44299999999999995,15.571,18.9405,-99999.0,0.044000000000000004,1
3,60.516999999999996,0.525,14.47,20.096,-99999.0,0.022000000000000002,1
6,57.391000000000005,0.653,9.262,18.024,-99999.0,1.0,2
8,47.916000000000004,0.8190000000000001,15.681,13.4935,-99999.0,0.988,2
8,38.771,0.966,11.664000000000001,12.311,-99999.0,0.976,2
8,34.811,1.1840000000000002,5.178,7.796,-99999.0,0.9640000000000001,2
8,34.846,1.364,3.576,6.176,-99999.0,0.9520000000000001,2
8,39.205999999999996,1.402,1.9809999999999999,6.5885,-99999.0,0.94,2
8,42.445,1.429,2.421,6.0935,-99999.0,0.929,2
8,44.913999999999994,1.445,3.425,5.5915,-99999.0,0.917,2
8,41.339,1.462,4.787,5.2405,-99999.0,0.905,2
8,36.036,1.435,6.0520000000000005,5.048,-99999.0,0.893,2
6,34.817,1.3259999999999998,7.702000000000001,4.663,-99999.0,0.8809999999999999,2
6,36.339,1.054,8.914,5.103,-99999.0,0.8690000000000001,2
6,41.035,0.857,10.619000000000002,6.6165,-99999.0,0.857,2
6,44.711000000000006,0.7909999999999999,11.499,7.5515,-99999.0,0.845,2
5,49.27,0.742,12.105,8.7895,-99999.0,0.833,2
5,50.791000000000004,0.721,14.415,8.7895,-99999.0,0.821,2
5,54.86,0.715,13.093,9.8355,-99999.0,0.81,2
5,59.82899999999999,0.721,12.104000000000001,10.55,-99999.0,0.7979999999999999,2
5,62.092,0.764,11.884,10.66,-99999.0,0.7859999999999999,2
5,65.692,0.9059999999999999,11.664000000000001,10.66,-99999.0,0.774,2
6,74.874,1.042,9.187999999999999,9.312000000000001,-99999.0,0.762,2
6,80.54899999999999,1.1079999999999999,9.354,7.138999999999999,-99999.0,0.75,2
6,86.97,1.2819999999999998,7.702999999999999,5.4605,-99999.0,0.738,2
6,95.071,1.234,6.045,5.9875,-99999.0,0.726,2
5,116.632,1.129,7.978,8.597000000000001,-99999.0,0.7140000000000001,2
5,133.545,0.988,8.908,9.948,-99999.0,0.7020000000000001,2
5,126.67,0.879,10.686,10.269,-99999.0,0.69,2
5,116.684,0.9109999999999999,12.789000000000001,10.5935,-99999.0,0.679,2
8,81.969,0.993,12.654000000000002,10.33,-99999.0,0.667,2
8,60.123000000000005,1.124,9.299,10.5775,-99999.0,0.655,2
8,43.495,1.173,5.605,10.3335,-99999.0,0.643,2
8,31.575,1.1840000000000002,1.541,10.6055,-99999.0,0.631,2
8,27.186,1.1179999999999999,0.66,10.55,-99999.0,0.619,2
8,25.622,1.037,-0.55,9.945,-99999.0,0.607,2
8,25.513,1.02,-0.66,9.285,-99999.0,0.595,2
8,28.526,1.189,-0.716,8.542,-99999.0,0.583,2
6,31.004,1.244,-0.495,7.8265,-99999.0,0.5710000000000001,2
6,33.895,1.358,1.6780000000000002,7.098,-99999.0,0.56,2
6,36.256,1.369,3.6860000000000004,6.6160000000000005,-99999.0,0.5479999999999999,2
6,39.527,1.168,5.821000000000001,7.0235,-99999.0,0.536,2
6,44.07899999999999,1.079,6.492000000000001,7.414,-99999.0,0.524,2
4,47.828,0.9790000000000001,7.042999999999999,9.1745,-99999.0,0.512,2
4,50.19,0.8490000000000001,7.125,10.6465,-99999.0,0.5,2
4,53.066,0.748,7.922999999999999,11.5955,-99999.0,0.488,2
4,55.379,0.726,10.014,13.136,-99999.0,0.47600000000000003,2
4,56.364,0.721,10.564,13.356,-99999.0,0.46399999999999997,2
4,57.217,0.721,11.775,13.5215,-99999.0,0.452,2
4,58.159,0.737,11.5,14.154000000000002,-99999.0,0.44,2
4,59.693999999999996,0.753,10.674000000000001,14.732000000000001,-99999.0,0.429,2
4,60.91,0.802,11.829,13.2185,-99999.0,0.41700000000000004,2
4,62.221000000000004,0.773,13.068,12.93,-99999.0,0.405,2
4,63.505,0.736,12.545,13.1365,-99999.0,0.39299999999999996,2
4,63.869,0.708,11.774000000000001,13.081,-99999.0,0.381,2
4,64.143,0.677,11.982999999999999,12.2065,-99999.0,0.369,2
4,62.938,0.655,11.593,11.2465,-99999.0,0.35700000000000004,2
4,61.373999999999995,0.737,10.454,11.540999999999999,-99999.0,0.345,2
4,57.433,0.862,8.389,11.9675,-99999.0,0.33299999999999996,2
4,56.131,0.8190000000000001,7.042000000000001,12.475999999999999,-99999.0,0.321,2
4,52.54,0.7959999999999999,9.133,11.1555,-99999.0,0.31,2
4,51.223,0.89,9.684,10.55,-99999.0,0.298,2
4,50.608000000000004,0.873,9.959,9.5875,-99999.0,0.28600000000000003,2
4,50.08,0.9059999999999999,8.309,9.9175,-99999.0,0.27399999999999997,2
4,49.589,0.9390000000000001,6.767,10.2475,-99999.0,0.262,2
4,48.466,0.955,6.193,10.7305,-99999.0,0.25,2
